payment_id,customer_id,amount,payment_method,subscription_type,status,failure_reason,retry_count,bank_response,recoverable,payment_date
PAY000237,CUST4950,11800,UPI,Annual,SUCCESS,,0,Approved,0,2026-05-11 13:41:38.959140
PAY000238,CUST6772,10994,Wallet,Quarterly,SUCCESS,,1,Approved,0,2026-03-17 20:56:38.959140
PAY000239,CUST3209,5836,UPI,Annual,FAILED,UPI Failure,3,Declined,1,2026-07-14 09:26:38.959140
PAY000240,CUST4268,15096,UPI,Quarterly,FAILED,Network Error,0,Approved,1,2026-05-02 05:18:38.959140
PAY000241,CUST1599,16987,Credit Card,Quarterly,FAILED,UPI Failure,3,Timeout,1,2026-08-05 05:47:38.959140
PAY000242,CUST3039,1665,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-04-28 12:56:38.959140
PAY000243,CUST4060,24455,Net Banking,Annual,FAILED,Invalid CVV,3,Timeout,0,2026-08-19 15:57:38.959140
PAY000244,CUST2353,17114,Net Banking,Monthly,SUCCESS,,2,Approved,0,2026-08-02 15:30:38.959140
PAY000245,CUST2680,6012,UPI,Quarterly,SUCCESS,,2,Approved,0,2026-05-07 06:37:38.959140
PAY000246,CUST7981,10142,Credit Card,Annual,SUCCESS,,3,Approved,0,2026-06-27 12:07:38.959140
PAY000247,CUST6776,14750,Wallet,Quarterly,SUCCESS,,0,Approved,0,2026-07-20 02:44:38.959140
PAY000248,CUST7655,1978,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-07-09 23:40:38.959140
PAY000249,CUST8179,22361,UPI,Monthly,FAILED,Insufficient Funds,1,Declined,1,2026-08-30 06:02:38.959140
PAY000250,CUST7272,21239,Wallet,Monthly,SUCCESS,,2,Approved,0,2026-05-14 17:29:38.959140
PAY000251,CUST7077,22350,Debit Card,Quarterly,SUCCESS,,3,Approved,0,2026-08-29 12:42:38.959140
PAY000252,CUST6150,18905,Debit Card,Monthly,FAILED,User Cancelled,1,Processing Error,0,2026-06-14 04:28:38.959140
PAY000253,CUST2929,948,Debit Card,Quarterly,FAILED,Invalid CVV,1,Blocked,0,2026-06-08 15:35:38.959140
PAY000254,CUST9047,7130,Credit Card,Monthly,SUCCESS,,2,Approved,0,2026-07-14 03:16:38.959140
PAY000255,CUST8292,2525,UPI,Annual,SUCCESS,,3,Approved,0,2026-04-10 05:34:38.959140
PAY000256,CUST9882,10571,Debit Card,Quarterly,FAILED,Card Expired,2,Blocked,0,2026-07-16 23:15:38.959140
PAY000257,CUST4673,23423,UPI,Monthly,FAILED,User Cancelled,1,Blocked,0,2026-08-01 06:56:38.959140
PAY000258,CUST7044,7856,Net Banking,Annual,FAILED,User Cancelled,3,Blocked,0,2026-03-14 14:04:38.959140
PAY000259,CUST7523,2924,Net Banking,Annual,SUCCESS,,0,Approved,0,2026-05-05 02:32:38.959140
PAY000260,CUST6194,13515,UPI,Quarterly,SUCCESS,,0,Approved,0,2026-04-01 14:47:38.959140
PAY000261,CUST3981,17051,Credit Card,Quarterly,SUCCESS,,2,Approved,0,2026-04-02 03:56:38.959140
PAY000262,CUST3507,1914,Debit Card,Monthly,SUCCESS,,0,Approved,0,2026-06-12 02:51:38.959140
PAY000263,CUST9501,23342,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-05-11 19:01:38.959140
PAY000264,CUST5961,20908,Wallet,Annual,SUCCESS,,2,Approved,0,2026-04-01 14:06:38.959140
PAY000265,CUST3526,21102,Credit Card,Annual,SUCCESS,,1,Approved,0,2026-06-25 12:53:38.959140
PAY000266,CUST1674,19928,UPI,Monthly,SUCCESS,,2,Approved,0,2026-08-10 04:18:38.959140
PAY000267,CUST4453,21118,Wallet,Quarterly,SUCCESS,,2,Approved,0,2026-07-06 08:03:38.959140
PAY000268,CUST9938,1091,Debit Card,Annual,SUCCESS,,3,Approved,0,2026-08-18 15:19:38.959140
PAY000269,CUST8430,15924,UPI,Annual,FAILED,Invalid CVV,1,Timeout,0,2026-08-03 06:58:38.959140
PAY000270,CUST8609,14503,Credit Card,Quarterly,SUCCESS,,3,Approved,0,2026-06-05 22:57:38.959140
PAY000271,CUST6658,10341,Net Banking,Monthly,SUCCESS,,2,Approved,0,2026-07-21 11:00:38.959140
PAY000272,CUST3007,16973,Debit Card,Quarterly,FAILED,Network Error,0,Processing Error,1,2026-05-06 21:28:38.959140
PAY000273,CUST7293,3271,Wallet,Quarterly,SUCCESS,,0,Approved,0,2026-05-01 15:11:38.959140
PAY000274,CUST6123,5332,Credit Card,Monthly,SUCCESS,,2,Approved,0,2026-08-26 18:51:38.959140
PAY000275,CUST6055,16965,Net Banking,Monthly,SUCCESS,,3,Approved,0,2026-06-08 14:20:38.959140
PAY000276,CUST4524,12984,Wallet,Quarterly,SUCCESS,,3,Approved,0,2026-04-22 14:59:38.959140
PAY000277,CUST8710,9318,Debit Card,Annual,SUCCESS,,3,Approved,0,2026-06-26 13:49:38.959140
PAY000278,CUST5333,3621,Debit Card,Quarterly,SUCCESS,,3,Approved,0,2026-04-03 04:24:38.959140
PAY000279,CUST4189,13225,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-06-21 14:49:38.959140
PAY000280,CUST5582,12758,Wallet,Annual,SUCCESS,,3,Approved,0,2026-07-26 22:57:38.959140
PAY000281,CUST7114,4315,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-05-20 12:13:38.959140
PAY000282,CUST1659,24837,UPI,Monthly,FAILED,Invalid CVV,1,Blocked,0,2026-04-15 00:55:38.959140
PAY000283,CUST8487,11012,Credit Card,Annual,SUCCESS,,3,Approved,0,2026-06-12 08:13:38.959140
PAY000284,CUST7438,4679,Wallet,Annual,FAILED,User Cancelled,2,Declined,0,2026-08-26 08:26:38.959140
PAY000285,CUST5911,19554,Net Banking,Monthly,FAILED,UPI Failure,2,Blocked,1,2026-06-10 03:43:38.959140
PAY000286,CUST6040,22178,UPI,Annual,SUCCESS,,0,Approved,0,2026-05-24 15:07:38.959140
PAY000287,CUST1841,21581,Wallet,Quarterly,SUCCESS,,1,Approved,0,2026-07-19 03:04:38.959140
PAY000288,CUST4968,20710,UPI,Annual,SUCCESS,,3,Approved,0,2026-04-05 16:52:38.959140
PAY000289,CUST7861,3700,Credit Card,Quarterly,FAILED,UPI Failure,1,Timeout,1,2026-03-13 05:58:38.959140
PAY000290,CUST2020,13546,Credit Card,Annual,SUCCESS,,3,Approved,0,2026-08-15 16:37:38.959140
PAY000291,CUST7173,10750,Debit Card,Monthly,SUCCESS,,3,Approved,0,2026-06-13 11:04:38.959140
PAY000292,CUST6804,17568,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-06-17 05:56:38.959140
PAY000293,CUST5890,8176,Credit Card,Quarterly,SUCCESS,,2,Approved,0,2026-06-19 09:33:38.959140
PAY000294,CUST8861,23197,Debit Card,Annual,FAILED,UPI Failure,1,Timeout,1,2026-07-13 10:56:38.959140
PAY000295,CUST9899,23746,Net Banking,Quarterly,FAILED,Card Expired,2,Blocked,0,2026-05-01 04:36:38.959140
PAY000296,CUST6674,4898,Net Banking,Annual,FAILED,Fraud Suspected,2,Approved,0,2026-03-17 11:01:38.959140
PAY000297,CUST9824,15797,Debit Card,Annual,SUCCESS,,1,Approved,0,2026-04-15 14:04:38.959140
PAY000298,CUST4920,4597,Credit Card,Monthly,SUCCESS,,0,Approved,0,2026-06-29 21:10:38.959140
PAY000299,CUST4814,17500,UPI,Monthly,SUCCESS,,1,Approved,0,2026-07-03 22:27:38.959140
PAY000300,CUST3252,23605,UPI,Annual,SUCCESS,,3,Approved,0,2026-03-28 02:31:38.959140
PAY000301,CUST4267,5274,Debit Card,Quarterly,FAILED,UPI Failure,3,Processing Error,1,2026-07-06 15:45:38.959140
PAY000302,CUST4804,2037,Wallet,Annual,SUCCESS,,0,Approved,0,2026-07-06 13:10:38.959140
PAY000303,CUST3880,1321,UPI,Quarterly,SUCCESS,,1,Approved,0,2026-05-24 21:00:38.959140
PAY000304,CUST5888,6204,Wallet,Annual,FAILED,Insufficient Funds,2,Approved,1,2026-08-16 09:46:38.959140
PAY000305,CUST9901,11077,Wallet,Quarterly,SUCCESS,,2,Approved,0,2026-05-31 12:18:38.959140
PAY000306,CUST6417,4496,Credit Card,Annual,FAILED,Network Error,3,Approved,1,2026-04-28 11:16:38.959140
PAY000307,CUST6523,8529,Debit Card,Annual,SUCCESS,,1,Approved,0,2026-03-12 08:46:38.959140
PAY000308,CUST7643,6428,Net Banking,Annual,SUCCESS,,1,Approved,0,2026-06-29 00:32:38.959140
PAY000309,CUST3303,13233,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-04-12 10:33:38.959140
PAY000310,CUST5374,322,Debit Card,Quarterly,FAILED,Network Error,2,Processing Error,1,2026-05-18 15:05:38.959140
PAY000311,CUST6890,18871,Credit Card,Monthly,SUCCESS,,0,Approved,0,2026-04-26 09:58:38.959140
PAY000312,CUST7642,15349,Wallet,Annual,SUCCESS,,2,Approved,0,2026-04-07 21:02:38.959140
PAY000313,CUST4618,22718,Credit Card,Monthly,FAILED,Fraud Suspected,0,Timeout,0,2026-07-04 01:48:38.959140
PAY000314,CUST9998,15007,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-05-24 12:05:38.959140
PAY000315,CUST8319,7255,Wallet,Annual,FAILED,Card Expired,1,Blocked,0,2026-07-11 15:41:38.959140
PAY000316,CUST9972,18585,Wallet,Monthly,SUCCESS,,0,Approved,0,2026-03-21 01:03:38.959140
PAY000317,CUST9525,5009,Net Banking,Monthly,SUCCESS,,1,Approved,0,2026-05-08 12:48:38.959140
PAY000318,CUST9361,23590,Net Banking,Monthly,SUCCESS,,3,Approved,0,2026-03-26 08:33:38.959140
PAY000319,CUST1945,16917,Wallet,Quarterly,SUCCESS,,3,Approved,0,2026-05-31 23:00:38.959140
PAY000320,CUST5169,10197,UPI,Annual,SUCCESS,,0,Approved,0,2026-05-20 21:09:38.959140
PAY000321,CUST6644,2492,UPI,Annual,SUCCESS,,0,Approved,0,2026-05-25 22:23:38.959140
PAY000322,CUST3948,2360,Credit Card,Annual,FAILED,Fraud Suspected,3,Processing Error,0,2026-03-15 13:53:38.959140
PAY000323,CUST7184,21263,Net Banking,Monthly,FAILED,Invalid CVV,3,Processing Error,0,2026-05-16 23:16:38.959140
PAY000324,CUST6697,21784,UPI,Monthly,SUCCESS,,1,Approved,0,2026-07-06 18:34:38.959140
PAY000325,CUST1372,12978,Debit Card,Quarterly,FAILED,Network Error,1,Approved,1,2026-07-20 07:17:38.959140
PAY000326,CUST7214,17939,Credit Card,Monthly,SUCCESS,,3,Approved,0,2026-06-14 15:17:38.959140
PAY000327,CUST2848,5182,UPI,Annual,SUCCESS,,2,Approved,0,2026-04-13 02:43:38.959140
PAY000328,CUST2102,611,UPI,Annual,SUCCESS,,1,Approved,0,2026-04-16 07:37:38.959140
PAY000329,CUST1724,19687,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-04-23 08:29:38.959140
PAY000330,CUST9255,7218,Debit Card,Monthly,SUCCESS,,0,Approved,0,2026-04-04 07:29:38.959140
PAY000331,CUST5944,24069,Credit Card,Annual,FAILED,User Cancelled,2,Declined,0,2026-06-22 22:15:38.959140
PAY000332,CUST1998,13650,Wallet,Annual,SUCCESS,,2,Approved,0,2026-04-28 21:23:38.959140
PAY000333,CUST6642,5837,Net Banking,Annual,FAILED,UPI Failure,3,Approved,1,2026-06-18 23:46:38.959140
PAY000334,CUST5913,13741,Net Banking,Monthly,SUCCESS,,3,Approved,0,2026-04-05 23:10:38.959140
PAY000335,CUST3365,15615,Net Banking,Monthly,FAILED,Network Error,1,Timeout,1,2026-08-11 10:03:38.959140
PAY000336,CUST4978,13747,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-05-19 12:15:38.959140
PAY000337,CUST7079,2689,UPI,Annual,SUCCESS,,3,Approved,0,2026-08-11 00:24:38.959140
PAY000338,CUST7179,6340,Wallet,Annual,SUCCESS,,0,Approved,0,2026-04-27 16:09:38.959140
PAY000339,CUST4555,2483,Net Banking,Monthly,SUCCESS,,1,Approved,0,2026-08-03 06:48:38.959140
PAY000340,CUST4113,11009,UPI,Annual,FAILED,Insufficient Funds,2,Declined,1,2026-08-22 06:41:38.959140
PAY000341,CUST4921,15792,Wallet,Quarterly,FAILED,Network Error,1,Processing Error,1,2026-07-14 10:28:38.959140
PAY000342,CUST5285,12572,Debit Card,Annual,FAILED,User Cancelled,3,Timeout,0,2026-06-14 22:47:38.959140
PAY000343,CUST4328,15369,Debit Card,Quarterly,FAILED,UPI Failure,0,Timeout,1,2026-08-02 22:47:38.959140
PAY000344,CUST3390,18531,UPI,Quarterly,SUCCESS,,1,Approved,0,2026-07-22 17:48:38.959140
PAY000345,CUST3497,19236,Credit Card,Quarterly,SUCCESS,,3,Approved,0,2026-05-02 12:56:38.959140
PAY000346,CUST6530,18769,Debit Card,Quarterly,SUCCESS,,1,Approved,0,2026-06-08 16:42:38.959140
PAY000347,CUST3773,21126,Credit Card,Annual,FAILED,Bank Timeout,3,Timeout,1,2026-06-01 16:37:38.959140
PAY000348,CUST1554,6129,UPI,Annual,SUCCESS,,0,Approved,0,2026-06-13 04:22:38.959140
PAY000349,CUST4791,308,UPI,Annual,SUCCESS,,3,Approved,0,2026-04-03 19:56:38.959140
PAY000350,CUST1990,7266,Wallet,Annual,SUCCESS,,3,Approved,0,2026-05-16 17:46:38.959140
PAY000351,CUST8993,20301,UPI,Monthly,SUCCESS,,3,Approved,0,2026-07-07 19:41:38.959140
PAY000352,CUST9673,13577,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-03-12 20:18:38.959140
PAY000353,CUST2578,660,Wallet,Monthly,FAILED,Bank Timeout,3,Approved,1,2026-08-03 13:26:38.959140
PAY000354,CUST6807,20407,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-08-05 04:57:38.959140
PAY000355,CUST4984,13403,Credit Card,Quarterly,SUCCESS,,3,Approved,0,2026-06-20 15:45:38.959140
PAY000356,CUST7640,2740,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-03-26 19:44:38.959140
PAY000357,CUST3807,1937,UPI,Quarterly,SUCCESS,,0,Approved,0,2026-07-15 18:00:38.959140
PAY000358,CUST1697,21231,Credit Card,Monthly,FAILED,Card Expired,2,Blocked,0,2026-06-20 19:29:38.959140
PAY000359,CUST5593,22783,Wallet,Annual,FAILED,Insufficient Funds,3,Approved,1,2026-04-28 03:39:38.959140
PAY000360,CUST4394,5976,Wallet,Monthly,SUCCESS,,2,Approved,0,2026-03-12 15:38:38.959140
PAY000361,CUST3661,23453,Wallet,Monthly,FAILED,Card Expired,3,Timeout,0,2026-08-25 21:32:38.959140
PAY000362,CUST3292,12850,UPI,Annual,SUCCESS,,2,Approved,0,2026-05-18 16:16:38.959140
PAY000363,CUST8161,11432,Credit Card,Monthly,SUCCESS,,0,Approved,0,2026-03-27 14:01:38.959140
PAY000364,CUST6347,20214,UPI,Annual,SUCCESS,,3,Approved,0,2026-07-28 14:56:38.959140
PAY000365,CUST6829,14862,Wallet,Quarterly,SUCCESS,,3,Approved,0,2026-04-20 07:59:38.959140
PAY000366,CUST5839,22371,Credit Card,Annual,SUCCESS,,3,Approved,0,2026-03-25 09:38:38.959140
PAY000367,CUST3527,8879,Net Banking,Quarterly,SUCCESS,,1,Approved,0,2026-05-17 23:28:38.959140
PAY000368,CUST6050,3097,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-08-28 11:05:38.959140
PAY000369,CUST8353,3448,Wallet,Annual,FAILED,Bank Timeout,1,Processing Error,1,2026-03-25 16:38:38.959140
PAY000370,CUST6798,3483,Wallet,Monthly,SUCCESS,,0,Approved,0,2026-03-26 02:47:38.959140
PAY000371,CUST5781,10729,Net Banking,Quarterly,SUCCESS,,3,Approved,0,2026-03-12 01:09:38.959140
PAY000372,CUST3777,23850,Credit Card,Quarterly,FAILED,Bank Timeout,1,Processing Error,1,2026-06-21 22:09:38.959140
PAY000373,CUST3739,16257,Net Banking,Quarterly,SUCCESS,,1,Approved,0,2026-03-21 07:39:38.959140
PAY000374,CUST5123,15966,Credit Card,Annual,SUCCESS,,0,Approved,0,2026-05-14 13:00:38.959140
PAY000375,CUST2752,19556,Credit Card,Quarterly,SUCCESS,,1,Approved,0,2026-06-01 03:39:38.959140
PAY000376,CUST7224,13065,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-08-10 00:17:38.959140
PAY000377,CUST6253,21432,Wallet,Annual,SUCCESS,,1,Approved,0,2026-05-03 11:51:38.959140
PAY000378,CUST6228,10394,Debit Card,Annual,SUCCESS,,1,Approved,0,2026-05-21 07:10:38.959140
PAY000379,CUST7161,16188,Debit Card,Quarterly,SUCCESS,,1,Approved,0,2026-05-08 03:03:38.959140
PAY000380,CUST9939,18575,Credit Card,Annual,SUCCESS,,1,Approved,0,2026-06-25 14:42:38.959140
PAY000381,CUST5773,980,UPI,Quarterly,FAILED,Network Error,3,Processing Error,1,2026-08-28 11:09:38.959140
PAY000382,CUST5139,4659,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-04-22 20:38:38.959140
PAY000383,CUST8851,12452,Wallet,Quarterly,SUCCESS,,0,Approved,0,2026-05-30 13:14:38.959140
PAY000384,CUST1602,22764,Debit Card,Annual,SUCCESS,,3,Approved,0,2026-06-16 18:27:38.959140
PAY000385,CUST3725,17692,Wallet,Monthly,FAILED,Network Error,0,Timeout,1,2026-03-29 17:04:38.959140
PAY000386,CUST6432,21235,Net Banking,Monthly,SUCCESS,,3,Approved,0,2026-07-24 19:45:38.959140
PAY000387,CUST9499,8577,Wallet,Annual,SUCCESS,,1,Approved,0,2026-06-10 18:24:38.959140
PAY000388,CUST7408,7341,Net Banking,Annual,SUCCESS,,3,Approved,0,2026-05-16 21:47:38.959140
PAY000389,CUST1402,16498,Net Banking,Monthly,SUCCESS,,1,Approved,0,2026-05-11 14:25:38.959140
PAY000390,CUST3321,2912,Debit Card,Quarterly,SUCCESS,,0,Approved,0,2026-08-08 03:18:38.959140
PAY000391,CUST8801,6877,UPI,Quarterly,SUCCESS,,3,Approved,0,2026-05-12 04:58:38.959140
PAY000392,CUST5919,14924,UPI,Annual,SUCCESS,,2,Approved,0,2026-03-22 00:43:38.959140
PAY000393,CUST3692,11340,Credit Card,Annual,SUCCESS,,0,Approved,0,2026-07-11 01:42:38.959140
PAY000394,CUST7985,5346,Net Banking,Monthly,SUCCESS,,2,Approved,0,2026-06-19 17:15:38.959140
PAY000395,CUST1478,20734,Wallet,Monthly,FAILED,Invalid CVV,1,Processing Error,0,2026-04-12 17:34:38.959140
PAY000396,CUST4519,14174,Credit Card,Quarterly,SUCCESS,,3,Approved,0,2026-03-10 14:40:38.959140
PAY000397,CUST6340,2149,Credit Card,Quarterly,FAILED,Bank Timeout,0,Timeout,1,2026-08-02 08:18:38.959140
PAY000398,CUST6134,22076,Wallet,Quarterly,SUCCESS,,3,Approved,0,2026-06-13 20:51:38.959140
PAY000399,CUST6766,19333,Net Banking,Annual,SUCCESS,,0,Approved,0,2026-05-12 03:20:38.959140
PAY000400,CUST2388,22171,Credit Card,Quarterly,SUCCESS,,2,Approved,0,2026-08-24 01:01:38.959140
PAY000401,CUST7116,10105,Credit Card,Annual,SUCCESS,,0,Approved,0,2026-04-12 02:58:38.959140
PAY000402,CUST7286,19642,Net Banking,Monthly,SUCCESS,,1,Approved,0,2026-06-22 10:35:38.959140
PAY000403,CUST3733,17707,Net Banking,Quarterly,SUCCESS,,1,Approved,0,2026-06-18 19:41:38.959140
PAY000404,CUST1878,10407,Debit Card,Monthly,SUCCESS,,3,Approved,0,2026-06-30 13:28:38.959140
PAY000405,CUST9281,6492,Net Banking,Quarterly,SUCCESS,,3,Approved,0,2026-06-20 00:49:38.959140
PAY000406,CUST3740,13718,UPI,Annual,SUCCESS,,3,Approved,0,2026-06-06 18:23:38.959140
PAY000407,CUST5503,7325,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-03-15 18:04:38.959140
PAY000408,CUST9369,15084,UPI,Annual,SUCCESS,,3,Approved,0,2026-06-17 21:01:38.959140
PAY000409,CUST1681,17895,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-06-16 11:27:38.959140
PAY000410,CUST5055,14030,Debit Card,Monthly,SUCCESS,,0,Approved,0,2026-07-21 18:49:38.959140
PAY000411,CUST2923,11521,Credit Card,Monthly,SUCCESS,,0,Approved,0,2026-05-28 17:33:38.959140
PAY000412,CUST3281,19364,Credit Card,Monthly,FAILED,Invalid CVV,2,Declined,0,2026-08-13 13:12:38.959140
PAY000413,CUST9827,18779,Credit Card,Quarterly,FAILED,Fraud Suspected,2,Blocked,0,2026-06-14 16:48:38.959140
PAY000414,CUST2560,9688,Credit Card,Quarterly,FAILED,Fraud Suspected,2,Blocked,0,2026-06-22 01:33:38.959140
PAY000415,CUST3396,9186,Debit Card,Monthly,FAILED,Bank Timeout,1,Declined,1,2026-07-15 11:48:38.959140
PAY000416,CUST5402,22257,Net Banking,Quarterly,FAILED,Bank Timeout,3,Blocked,1,2026-06-06 21:42:38.959140
PAY000417,CUST9447,20861,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-05-22 03:18:38.959140
PAY000418,CUST1040,12192,UPI,Annual,FAILED,UPI Failure,3,Timeout,1,2026-08-29 18:57:38.959140
PAY000419,CUST7516,20901,Credit Card,Quarterly,FAILED,Card Expired,2,Blocked,0,2026-08-11 13:24:38.959140
PAY000420,CUST9967,16309,Wallet,Monthly,FAILED,Fraud Suspected,2,Timeout,0,2026-05-07 13:51:38.959140
PAY000421,CUST1793,16002,UPI,Monthly,SUCCESS,,2,Approved,0,2026-08-19 13:51:38.959140
PAY000422,CUST3588,15158,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-04-01 10:02:38.959140
PAY000423,CUST3161,14117,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-07-13 03:44:38.959140
PAY000424,CUST2350,9078,Debit Card,Annual,FAILED,User Cancelled,0,Timeout,0,2026-07-06 23:10:38.959140
PAY000425,CUST8032,5522,UPI,Annual,FAILED,Fraud Suspected,0,Declined,0,2026-05-20 22:52:38.959140
PAY000426,CUST3174,7092,Wallet,Monthly,SUCCESS,,3,Approved,0,2026-03-23 23:45:38.959140
PAY000427,CUST6629,14682,UPI,Quarterly,SUCCESS,,0,Approved,0,2026-03-11 06:27:38.959140
PAY000428,CUST7276,15752,UPI,Annual,SUCCESS,,0,Approved,0,2026-04-20 11:31:38.959140
PAY000429,CUST7270,3480,Credit Card,Annual,FAILED,Fraud Suspected,2,Declined,0,2026-05-15 17:08:38.959140
PAY000430,CUST3688,4780,Net Banking,Quarterly,FAILED,Insufficient Funds,0,Blocked,1,2026-06-14 09:03:38.959140
PAY000431,CUST7745,20679,Wallet,Annual,SUCCESS,,1,Approved,0,2026-08-24 06:18:38.959140
PAY000432,CUST2646,7217,Credit Card,Monthly,SUCCESS,,0,Approved,0,2026-08-20 00:30:38.959140
PAY000433,CUST6152,12682,Credit Card,Monthly,SUCCESS,,2,Approved,0,2026-05-26 23:15:38.959140
PAY000434,CUST5668,2859,UPI,Annual,SUCCESS,,1,Approved,0,2026-06-18 13:03:38.959140
PAY000435,CUST1894,6831,Credit Card,Quarterly,FAILED,Invalid CVV,1,Timeout,0,2026-07-23 22:36:38.959140
PAY000436,CUST2163,7998,Wallet,Monthly,SUCCESS,,3,Approved,0,2026-07-03 23:03:38.959140
PAY000437,CUST9951,10469,Credit Card,Quarterly,FAILED,Invalid CVV,1,Timeout,0,2026-05-19 05:21:38.959140
PAY000438,CUST5295,2490,Credit Card,Monthly,FAILED,Card Expired,0,Approved,0,2026-06-24 17:27:38.959140
PAY000439,CUST7590,13139,UPI,Annual,FAILED,Invalid CVV,2,Processing Error,0,2026-07-02 05:30:38.959140
PAY000440,CUST2369,20285,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-04-29 07:30:38.959140
PAY000441,CUST6353,6757,Net Banking,Annual,SUCCESS,,1,Approved,0,2026-06-15 10:45:38.959140
PAY000442,CUST8167,21392,Credit Card,Monthly,SUCCESS,,0,Approved,0,2026-05-05 06:23:38.959140
PAY000443,CUST1901,14336,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-05-31 08:02:38.959140
PAY000444,CUST1207,24368,Credit Card,Annual,SUCCESS,,1,Approved,0,2026-03-31 13:05:38.959140
PAY000445,CUST9474,16365,Debit Card,Monthly,SUCCESS,,2,Approved,0,2026-06-13 00:16:38.959140
PAY000446,CUST2934,24667,UPI,Quarterly,SUCCESS,,2,Approved,0,2026-07-21 05:28:38.959140
PAY000447,CUST8457,9011,Wallet,Quarterly,FAILED,Card Expired,0,Processing Error,0,2026-04-26 16:04:38.959140
PAY000448,CUST3577,18674,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-05-15 17:41:38.959140
PAY000449,CUST1201,22188,Credit Card,Monthly,FAILED,Insufficient Funds,0,Approved,1,2026-04-20 09:08:38.959140
PAY000450,CUST1579,12648,Wallet,Annual,SUCCESS,,1,Approved,0,2026-04-11 09:07:38.959140
PAY000451,CUST5067,13840,Net Banking,Annual,SUCCESS,,1,Approved,0,2026-05-07 09:12:38.959140
PAY000452,CUST9225,2651,UPI,Monthly,SUCCESS,,2,Approved,0,2026-03-31 12:54:38.959140
PAY000453,CUST2129,16999,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-05-21 18:54:38.959140
PAY000454,CUST7044,10279,Credit Card,Quarterly,FAILED,UPI Failure,2,Approved,1,2026-03-25 12:39:38.959140
PAY000455,CUST7033,10057,Wallet,Quarterly,SUCCESS,,1,Approved,0,2026-06-02 06:09:38.959140
PAY000456,CUST1391,6502,Credit Card,Annual,FAILED,Insufficient Funds,1,Processing Error,1,2026-04-06 05:04:38.959140
PAY000457,CUST6488,22822,UPI,Annual,SUCCESS,,0,Approved,0,2026-08-29 22:10:38.959140
PAY000458,CUST4361,24284,Wallet,Monthly,SUCCESS,,2,Approved,0,2026-03-28 17:23:38.959140
PAY000459,CUST5584,2061,UPI,Monthly,SUCCESS,,1,Approved,0,2026-07-17 08:29:38.959140
PAY000460,CUST2391,17130,Wallet,Monthly,FAILED,User Cancelled,3,Processing Error,0,2026-07-15 09:16:38.959140
PAY000461,CUST2020,20979,Net Banking,Annual,SUCCESS,,3,Approved,0,2026-03-23 10:10:38.959140
PAY000462,CUST6345,7857,Debit Card,Quarterly,FAILED,User Cancelled,2,Processing Error,0,2026-04-26 07:31:38.959140
PAY000463,CUST2785,2546,Credit Card,Monthly,SUCCESS,,1,Approved,0,2026-04-03 13:54:38.959140
PAY000464,CUST2978,15370,Wallet,Quarterly,SUCCESS,,2,Approved,0,2026-05-22 19:18:38.959140
PAY000465,CUST2964,6902,UPI,Monthly,FAILED,UPI Failure,3,Timeout,1,2026-05-04 22:15:38.959140
PAY000466,CUST2494,10067,Credit Card,Quarterly,FAILED,User Cancelled,0,Declined,0,2026-04-17 22:40:38.959140
PAY000467,CUST3848,1703,UPI,Quarterly,SUCCESS,,2,Approved,0,2026-04-26 03:55:38.959140
PAY000468,CUST3290,18316,UPI,Monthly,FAILED,UPI Failure,1,Approved,1,2026-03-27 01:05:38.959140
PAY000469,CUST7563,7382,Debit Card,Annual,SUCCESS,,1,Approved,0,2026-04-14 20:53:38.959140
PAY000470,CUST5240,21224,UPI,Monthly,SUCCESS,,0,Approved,0,2026-06-23 19:26:38.959140
PAY000471,CUST6432,6578,UPI,Monthly,FAILED,Bank Timeout,3,Approved,1,2026-08-04 03:06:38.959140
PAY000472,CUST9128,1758,UPI,Quarterly,FAILED,Invalid CVV,1,Processing Error,0,2026-08-25 00:49:38.959140
